v1,v2
personal,THIS IS A LONG FUCKIN SHOWR
personal,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
personal,How are you. Just checking up on you
personal,Oh. U must have taken your REAL Valentine out shopping first.
personal,The evo. I just had to download flash. Jealous?
personal,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
business,entertaining action movie SPOILERS: the main reason why i waited up until 2 in the morning cause i am a fan of chris lambert i saw it id say it was excellent of the action and the acting done by chris lambert and ice t.Great action AND I WAS DISSAPIONTED when christopher lambert was told by marcus that he killed his daughter when he didnt and so they killed each other and that ugly old woman who can t even act probably old enough to look like shes 50 mabye she is.So it was very entaining worth a watch.
personal,How many times i told in the stage all use to laugh. You not listen aha.
personal,U can call now...
personal,I might go 2 sch. Yar at e salon now v boring.
personal,R Ã_ comin back for dinner?
personal,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
personal,I know you are serving. I mean what are you doing now.
personal,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
personal,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
personal,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
personal,"Ok omw now, you at castor?"
personal,Lol ... I knew that .... I saw him in the dollar store
business,"Outlines of Theology, AA Hodge: Kindle edition: Very disappointed. The book is a great work, but there are so many unreadable words in the Kindle e-book edition that after a few pages of frustration, you finally give up trying. This product should either be taken off the availablity or corrected for errors so it becomes readable."
personal,Gettin rdy to ship comp
personal,I know that my friend already told that.
personal,Watching telugu movie..wat abt u?
personal,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
personal,Well you told others you'd marry them...
personal,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
personal,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
business,"good: It was good, is not like out of this world and really amazing, but it works soooooo good! If you put a lot of pressure when your using it, it turns off automatically, that sucks!"
personal,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
personal,Don know..wait i will check it.
personal,No calls..messages..missed calls
personal,Do I? I thought I put it back in the box
personal,All will come alive.better correct any good looking figure there itself..
personal,Home so we can always chat
personal,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
personal,Which channel:-):-):):-).
personal,I thought slide is enough.
personal,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
personal,Mom wants to know where you at
business,"A complete Bust: This game requires quicktime 5.0 to work...if you have a better version of quicktime (I have 7.5), it will ask you to install the quicktime available on the CD...if you click no, it will not let you play. So, I begrudgingly clicked yes on the third try, and it installed quicktime 5, THEN it tells me to please install the quicktime available on the disc. It KEPT telling me that, even after I uninstalled my version of quicktime 7.5, and reinstalled Barbie Rapunzel and quicktime 5. Very frustrating, and the game absolutely will not work for me. It keeps telling me over and over, to install quicktime 5, tho I've been through the installation process repeatedly. It is NOT my operating system limitations. This is a brand new computer...merely weeks old with all the state of the art contraptions."
personal,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
personal,So lets make it saturday or monday as per convenience.
personal,Up to Ã_... Ãœ wan come then come lor... But i din c any stripes skirt...
personal,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
personal,"Probably not, still going over some stuff here"
personal,Oh :-)only 4 outside players allowed to play know
personal,K k pa Had your lunch aha.
personal,But am going to college pa. What to do. are else ill come there it self. Pa.
personal,Ok then no need to tell me anything i am going to sleep good night
personal,Hey are we going for the lo lesson or gym? 
personal,"Geeeee ... Your internet is really bad today, eh ?"
personal,"Itâ€˜s reassuring, in this crazy world."
business,"The book is great but the edition is an embarrasment: ... for Oxford University Press. There are quite a few annoying typos. I can see how the new Forsyte by the name Scames or the unlisted French word ficbe came about as a result of faulty character recognition, but how Soames, born in 1855, got to be thirty-eight in in 1885, is beyond me. Don't they have proof-readers anymore?By all means read the book--you may find out how a lot of later works of literature derive from it--but not in this edition."
personal,"I'm home, my love ... If your still awake ... *loving kiss*"
personal,S:)no competition for him.
personal,"Yes obviously, but you are the eggs-pert and the potato headâ€_ Speak soon! "
personal,Hey you around? I've got enough for a half + the ten I owe you
personal,"It could work, we'll reach a consensus at the next meeting"
personal,Are you plans with your family set in stone ?
personal,Sorry that was my uncle. I.ll keep in touch
personal,So when you gonna get rimac access 
personal,K I'll be there before 4.
personal,U're welcome... Caught u using broken english again...
personal,Oh yeah! And my diet just flew out the window
personal,Ok lor. I'm in town now lei.
personal,Can u look 4 me in da lib i got stuff havent finish yet.
business,"book only, no jacks: I bought this book from Amazon in used condition but 'like new'. Little did I realize or even think about that it didn't come with the jacks and ball. Now I have to try to find the right size jacks (not jumbo ones) and a ball. I guess you get what you pay for!"
personal,Ok. C u then.
personal,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
personal,"Dizzamn, aight I'll ask my suitemates when I get back"
personal,Just sleeping..and surfing
personal,"Hey babe, my friend had to cancel, still up for a visit ?"
personal,"And very importantly, all we discuss is between u and i only."
business,Not what I expected: I should have read what the cd was about. I thought it was just music by Chopin but it was really a lot of soprano singing.
business,"The birth of Drone??: As far as I know,this predates anything else known as drone music,which seems to be a popular genre these days.This is about as psychedelic as it gets,your mind wandering out into the infinite void.So good."
personal,Holy living christ what is taking you so long
personal,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon..."
personal,I doubt you could handle 5 times per night in any case...
personal,This is my number by vivek..
personal,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
personal,And several to you sir.
personal,Should I have picked up a receipt or something earlier
personal,My sister going to earn more than me da.
personal,Aight sorry I take ten years to shower. What's the plan?
personal,"I prefer my free days... Tues, wed, fri oso can... Ãœ ask those workin lor..."
business,Not worth the money: Not what I thought I was getting. I don't think jell is as enjoyable as the silicone and unfortunately I had to pay to find out.
personal,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
personal,Ãœ log off 4 wat. It's sdryb8i
personal,Thanks honey. Have a great day.
personal,"Awesome, I'll see you in a bit"
business,"Blu-Ray Review: What a terrible movie, garbage. It totally sucks. What is Hollywood coming to. It seems they are running out of stories to make movies about. What garbage. Good Lord. Right up there with Boondock Saints 2 and Smokin Aces 2."
personal,Are you still playing with gautham?
business,"sergeant frosts lonely hearts club band: edith has created a venue for herself to exorcise melancholic memories with painful melodies. there are no disguises on this collection. lonesome guitars and medicinal piano radiate the mood of broken spirits. she writes all her own songs. these ballads are definite reminders of those unbearable moments we all have to live. they are all gray sky, secluded,isolating tunes. i envision a ironical pace. i thought she was from chicago, millions and millions of people, and she sings stark loneliness"
business,"Lots of effects, lightweight & easy to use.: Awesome Camcorder & Camera functions in this lightweight, easy to use camcorder make it a breeze to shoot great memories for a novice like me, right out of the box. This camcorder also has a huge selection of special effects, and options to make really interesting video effects. I love this camcorder!"
personal,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
business,"Sony has pulled the plug: Use of the eMarker depends on the eMarker website. However, Sony has just announced that they are discontinuing the website, and so eMarker devices will now be useless. Don't buy one unless you want a museum piece.For those of us that already own an eMarker, Sony has graciously offered to provide a cash refund for every eMarker returned directly to them."
personal,I have no idea where you are
personal,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
personal,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
personal,I'm stuck in da middle of da row on da right hand side of da lt... 
personal,And how's your husband.
personal,"2 celebrate my bÂ’day, y else?"
personal,Let me know when you've got the money so carlos can make the call
personal,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
personal,Is xy in ur car when u picking me up?
personal,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
personal,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
personal,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
personal,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
personal,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
personal,"Get the door, I'm here"
personal,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
personal,Will be out of class in a few hours. Sorry
personal,I'm in town now so i'll jus take mrt down later.
business,"Buy the 1993 version instead.: I bought this book thinking it would be an updated and improved version of the 1993 bookArmed and Female: Twelve Million American Women Own Guns, Should You?by the same author. That book was excellent, and I wanted to have the latest version.Unfortunately, what I received was a much more expensive pamphlet (only 160 pages for over ten dollars) that abounds with typographical errors, to the point that the errors change the meaning of the sentence in several places. As if that weren't enough, much of the content appears to have been cribbed from various blogs and Web pages that can be read for free after a simple Google search.To sum up: The 1993 version of Armed and Female is a well-written and interesting resource, albeit slightly dated in technical recommendations on ammunition, calibers, and of course the makes and models of available handguns.THIS book is unfortunately only an overpriced, badly printed rehash of information available elsewhere."
personal,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
personal,Whatsup there. Dont u want to sleep
personal,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)"""
personal,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
personal,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"""
personal,Pls go there today  &lt;#&gt; . I dont want any excuses
business,"Patricia Cornwell has turned me into a reader: I was never really a big reader before and somebody put me on to Patricia Cornwell. Well, now I can't put her books down. Her books just get better and better as you go through the Kay Scarpetta series.I really enjoy the series concept and the fact that some of the same characters keep returning from book to book. It's nice to see the characters develop through each story line. It allows you to get comfortable with them, get close to them, and get frustrated with them when they do something out of character.I highly recommend reading not just this book but the entire Kay Scarpetta series."
personal,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
personal,Ok thanx... Take care then...
personal,At 7 we will go ok na.
personal,Thank you. do you generally date the brothas?
personal,Dear reached railway. What happen to you
personal,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
personal,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march â€_ ish!
personal,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
personal,Hope you are feeling great. Pls fill me in. Abiola
business,great mattress: I am in Iraq and this mattress is great. It is 100x more comfortable then the things they call mattresses over here.
personal,No did you check? I got his detailed message now
personal,Is that on the telly? No its Brdget Jones!
personal,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
personal,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
personal,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
business,"Please, if this is the way this franchise is going... STOP!: This rated as one of the worst movies that I have ever see. I found it to be a total waste of my time. Unless you are a devoted Transformers Fan that must see or have all things Transformers stay away from this movie."
personal,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\"""""
personal,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
personal,Why you keeping me away like this
business,The Castle in the Attic: I would recommend this book to any kids who love a great adventure. I was on the edge of my seat the whole way through the book. I especially loved the Silver Knight and how he became friends with William. Go get this book!
personal,Ok.
personal,Should I head straight there or what
personal,Think + da. You wil do.
personal,Yup... Ok i go home look at the timings then i msg Ã_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am
personal,Nobody names their penis a girls name this story doesn't add up at all
personal,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
personal,Oooh I got plenty of those!
personal,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
personal,Senthil group company Apnt 5pm.
personal,Thank god they are in bed!
personal,He telling not to tell any one. If so treat for me hi hi hi
personal,:) 
personal,Good morning princess! Happy New Year!
personal,Aight well keep me informed
personal,Thankyou so much for the call. I appreciate your care.
personal,Are you going to wipro interview today?
personal,Why didn't u call on your lunch?
personal,"Just looked it up and addie goes back Monday, sucks to be her"
personal,Ding me on ya break fassyole! Blacko from londn
personal,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
personal,Have a nice day my dear.
personal,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
personal,"There'll be a minor shindig at my place later tonight, you interested?"
personal,Okay. I've seen it. So i should pick it on friday?
personal,Cos i want it to be your thing
personal,Nah im goin 2 the wrks with j wot bout u?
personal,LOL ... Have you made plans for new years?
personal,His bday real is in april .
personal,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
personal,I'm working technical support :)voice process.
personal,I think u have the wrong number.
business,"If you're tempted to throw away $30....: I bought this charger near the end of May of this year and it stopped working about 2 weeks ago. It is not the same charger as in the picture with the gray cord. It looks just like most of the other generic chargers available on Amazon. It charges quite slowly (ibook g4 14). I have a brand new APPLE brand battery, so I don't think it has anything to do with that or the computer. From now on I will stick with the cheaper generic chargers until my computer is totally dead."
business,"200 bucks?: I paid 95 at comp usa (known for being overpriced) over a year ago.anyways, The case doesn't get the best air so I'd recommend getting more fans.If you have problems with the front USB hubs (pc freezes when you plug something in them), unplug the very BOTTOM black wire.[r|r][w|w][g|g][b|b][b|[]"
personal,Are you up for the challenge? I know i am :)
personal,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
personal,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
personal,Wat r u doing?
personal,"I'm not sure, I was just checking out what was happening around the area"
personal,Hey tmr maybe can meet you at yck
personal,Ok...
personal,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
personal,Sday only joined.so training we started today:)
personal,Then she dun believe wat?
personal,And you! Will expect you whenever you text! Hope all goes well tomo 
personal,Haiyoh... Maybe your hamster was jealous of million
personal,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
personal,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
business,"This book is Great!: One might notice that many of the negative reviews of this book contain horrible grammer and multiple spelling errors. Although I respect those who disliked The Scarlet Letter, I disagree. It's no wonder that people that don't know how to capitalize the word 'I'. I thought that this book was wonderful, if you are willing to put effort into understanding it."
personal,"Sorry, I'll call later"
personal,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
personal,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
personal,Oh Howda gud gud.. Mathe en samachara chikku:-)
personal,Hows the champ just leaving glasgow!
personal,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
personal,Yup but not studying surfing lor. I'm in e lazy mode today.
personal,No calls..messages..missed calls
personal,I wish u were here. I feel so alone
personal,When you guys planning on coming over?
personal,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
personal,Oh ho. Is this the first time u use these type of words
personal,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"""
business,Horrible: Absolutely rubbish. Would not feed this film to a dog. Simply not good by any measure. You really ought to find something else to do with your time. Sure wish I did.
personal,S...i will take mokka players only:)
personal,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
personal,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
personal,Gud ni8 dear..slp well..take care..swt dreams..Muah..
personal,Should I tell my friend not to come round til like  &lt;#&gt; ish?
personal,Thought praps you meant another one. Goodo! I'll look tomorrow 
personal,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
personal,S now only i took tablets . Reaction morning only.
personal,Gudnite....tc...practice going on
personal,Congrats kano..whr s the treat maga?
personal,"Tonight? Yeah, I'd be down for that"
business,"Great for the summer: My daughter is living with a couple for the summer. This was an alternative to transporting a regular twin bed 80 miles to their house. She has been very pleased with the quality and ease of use. That is a big deal with her as she has two steel rods in her back. As a college student and missions student, I'm sure it will be used again."
personal,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
personal,"* Was really good to see you the other day dudette, been missing you!"
personal,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
personal,Ãœ only send me the contents page...
personal,I tot u reach liao. He said t-shirt.
personal,How much are we getting?
personal,Finish liao... U?
personal,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
personal,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
business,Course Book: Well it is only for my course called fundamnetals of socal research but its very expensive indeed. Just wanted the first to make a comment thats all.
personal,She's fine. Sends her greetings
business,TRANFORMERS DARK OF THE MOON: transformers dark of the moon my granddaughter really enjoys watching this dvd she especially likes bumble bee she is fascinated by their transformation
business,Transformers: Dark of the Moon: watched this one and the previous one several times. Like this movie lots and so did the kids! thanks so much
personal,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
business,Horrible reader: i couldn't listen to this book because the women reading it has such a screechy horrible voice so i can give no review of the actual book but whatever you do try to find a version with a different reader if you're into audio books
personal,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite"""
business,"Fantastic Sci Fi Classic: The foundation novels are superb! I went on to read the entire original trilogy, the first foundation book being my favorite. The story jumps ahead by leaps and bounds between sections, which can be confusing at first but ends up making for a fantastic treat. Can't recommend this series highly enough for any SciFi fan."
personal,So u wan 2 come for our dinner tonight a not?
personal,:-) :-)
personal,Ãœ collecting ur laptop then going to configure da settings izzit?
business,"Too Expensive: I used it once and have not touched it since, the dolfin wont stay on my clit and the clear stuuf is too soft, Waste of MONEY"
personal,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
personal,Esplanade lor. Where else...
personal,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
personal,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.
personal,"Not sure yet, still trying to get a hold of him"
personal,Company is very good.environment is terrific and food is really nice:)
personal,Lol its ok I didn't remember til last nite
personal,She's good. How are you. Where r u working now
personal,S:-)if we have one good partnership going we will take lead:)
personal,"How long has it been since you screamed, princess?"
personal,Ok but tell me half an hr b4 u come i need 2 prepare.
personal,"I hav almost reached. Call, i m unable to connect u."
personal,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
personal,My uncles in Atlanta. Wish you guys a great semester.
personal,"Sorry, I'll call later"
personal,Except theres a chick with huge boobs.
personal,So can collect ur laptop?
personal,Dont kick coco when he's down
personal,How did you find out in a way that didn't include all of these details
personal,K.:)do it at evening da:)urgent:)
personal,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
personal,You are gorgeous! keep those pix cumming :) thank you!
business,"You'll enjoy this CD: I got a huge kick out of Vinny's interpretations of the Beatles' songs that they never recorded. Sure. they ver due elements from the later years that they should have skipped, as has been written here. But the don't mimic previous covers, but try to recreate the early Beatle sound. It's light and it's fun. It's is not a must have as a Beatles fan, but I think you'll get a big kick out of this disc."
business,"Heads above the first book in the trilogy: I was so disappointed in the first book, Foundation, I gave it two stars. I've been wanting to read the trilogy for years and I couldn't believe that that mediocre pulp was it! But Foundation and Empire is the saving grace. I look forward to the next book."
personal,Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
personal,Sry da..jst nw only i came to home..
personal,No. Thank you. You've been wonderful
business,"Quite Satisfactory: This product works well, with no problems so far. I have now had it for about a month, and it keeps my iBook G4 running with no issues. It doesn't have the light that indicates whether power is being received, but that's a minor thing. Also doesn't have the easy-to-use cable-wrapping things on the original, but once again, that's a mere quibble. All in all, I am satisfied with this purchase."
personal,Ok no prob...
personal,That's the way you should stay oh.
personal,"I've got  &lt;#&gt; , any way I could pick up?"
personal,I am in hospital da. . I will return home in evening
personal,Ok lor then we go tog lor...
personal,I'll probably be by tomorrow (or even later tonight if something's going on)
personal,"Well, i'm gonna finish my bath now. Have a good...fine night."
personal,Got it..mail panren paru..
personal,Hahaha..use your brain dear
personal,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
personal,I have to take exam with in march 3
personal,If you r @ home then come down within 5 min
personal,Okie
personal,If I was I wasn't paying attention
personal,"Sorry, I'll call later"
personal,Hey u still at the gym?
personal,You were supposed to wake ME up &gt;:(
personal,Remember on that day..
personal,"That means you got an A in epi, she.s fine. She.s here now."
personal,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
personal,Oh yeah clearly it's my fault
personal,"G says you never answer your texts, confirm/deny"
personal,at bruce b downs &amp; fletcher now
personal,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
business,The Scarlet Letter: I really enjoyed this book. It shows the judgmental tendencies in our human race and how one woman strove to live a life of service to others to gain redemption for her mistake. Can't go wrong with the classics.
personal,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
personal,Prabha..i'm soryda..realy..frm heart i'm sory
personal,Poor girl can't go one day lmao
personal,No problem. We will be spending a lot of quality time together...
personal,You want to go? 
personal,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
personal,Thanks  and ! Or bomb and date as my phone wanted to say! 
personal,Its good to hear from you
personal,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
personal,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
personal,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
personal,I didn't get the second half of that message
personal,Dear we are going to our rubber place
personal,Then ur sis how?
personal,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
personal,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
personal,S.i'm watching it in live..
personal,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
personal,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
personal,Yup ok...
personal,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
personal,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
business,"A small leak, right out of the box: I had to try sleeping on it the first night - in a couple of hours it was less firm, which made it difficult to roll around on. It didn't take long to realize that buying this bed was a mistake.Returning it will be very difficult because it is almost impossible to fit it back in its original carton (because one cannot evacuate all of the residual air necessary to make it fold up small enough). Prospective buyers should be mindful of this."
personal,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
personal,Why you Dint come with us.
personal,Having lunch:)you are not in online?why?
personal,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
personal,"Sure thing big man. i have hockey elections at 6, shouldnâ€˜t go on longer than an hour though"
personal,No need to buy lunch for me.. I eat maggi mee..
personal,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
personal,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
personal,I am on the way to ur home
personal,"I noe la... U wana pei bf oso rite... K lor, other days den..."
personal,i cant talk to you now.i will call when i can.dont keep calling.
personal,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
personal,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
personal,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
personal,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-("
personal,Thank you princess! You are so sexy...
personal,I think that tantrum's finished so yeah I'll be by at some point
personal,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
personal,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
personal,Where are you ? You said you would be here when I woke ... :-(
personal,Dai what this da.. Can i send my resume to this id.
personal,I dun believe u. I thk u told him.
personal,Lol no ouch but wish i'd stayed out a bit longer
personal,"We're all getting worried over here, derek and taylor have already assumed the worst"
personal,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
personal,Love it! I want to flood that pretty pussy with cum...
personal,I'm in a movie... Collect car oredi...
personal,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
personal,Never y lei... I v lazy... Got wat? Dat day Ã_ send me da url cant work one...
personal,Have a good evening! Ttyl
personal,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
personal,Good words.... But words may leave u in dismay many times.
personal,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
personal,Later i guess. I needa do mcat study too.
personal,Only once then after ill obey all yours.
personal,If you have belive me. Come to my home.
personal,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
personal,There the size of elephant tablets & u shove um up ur ass!!
personal,Its like that hotel dusk game i think. You solve puzzles in a area thing
personal,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
personal,Two teams waiting for some players
